chart_id,slug,title,url,has_map_tab,max_time,min_time,default_tab,is_published,entity_type,single_year_data,len_years,has_timeline
339,taxes-on-goods-and-services-gdp,Taxes on goods and services,https://ourworldindata.org/grapher/taxes-on-goods-and-services-gdp?tab=map,Yes,2022,1980,map,True,,No,43,Yes
341,reduction-in-income-inequality,Reduction in income inequality before and after tax,https://ourworldindata.org/grapher/reduction-in-income-inequality?tab=map,Yes,2023,1976,,True,,No,48,Yes
343,ti-corruption-perception-index,Corruption Perceptions Index,https://ourworldindata.org/grapher/ti-corruption-perception-index?tab=map,Yes,2024,2012,map,True,,No,13,Yes
351,unpaid-parking-violations-per-diplomat,Unpaid parking violations per diplomat in New York City by country of origin,https://ourworldindata.org/grapher/unpaid-parking-violations-per-diplomat?tab=map,Yes,2002,2002,map,True,,Yes,1,Yes
360,total-gov-expenditure-gdp-wdi,Central government spending as share of GDP,https://ourworldindata.org/grapher/total-gov-expenditure-gdp-wdi?tab=map,Yes,2024,1972,map,True,,No,53,Yes
361,total-gov-expenditure-percapita-oecd,Government spending per capita,https://ourworldindata.org/grapher/total-gov-expenditure-percapita-oecd?tab=map,Yes,2024,2007,,True,,No,18,Yes
362,share-social-protection-in-government-exp-oecd,Social protection spending as share of total government spending,https://ourworldindata.org/grapher/share-social-protection-in-government-exp-oecd?tab=map,Yes,2023,2007,,True,country,No,17,Yes
364,historical-gov-spending-gdp,Government spending as share of GDP,https://ourworldindata.org/grapher/historical-gov-spending-gdp?tab=map,Yes,2023,1800,map,True,,No,224,Yes
365,share-of-employee-compensation-in-public-spending,Employee compensation as share of government spending,https://ourworldindata.org/grapher/share-of-employee-compensation-in-public-spending?tab=map,Yes,2024,1972,map,True,,No,53,Yes
366,share-of-government-expenditure-going-to-interest-payments,Share of government spending going to interest payments,https://ourworldindata.org/grapher/share-of-government-expenditure-going-to-interest-payments?tab=map,Yes,2024,1972,map,True,,No,53,Yes
367,oecd-expenditures-on-government-outsourcing-gdp,Spending on government outsourcing as share of GDP,https://ourworldindata.org/grapher/oecd-expenditures-on-government-outsourcing-gdp?tab=map,Yes,2024,2009,,True,,No,16,Yes
368,government-procurement-share-gdp,Government procurement spending as share of GDP,https://ourworldindata.org/grapher/government-procurement-share-gdp?tab=map,Yes,2024,2007,,True,,No,18,Yes
369,gov-procurement-share-gov-expenditure,Government procurement spending as share of total government spending,https://ourworldindata.org/grapher/gov-procurement-share-gov-expenditure?tab=map,Yes,2024,2007,,True,,No,18,Yes
373,economic-inequality-gini-index,Income inequality: Gini coefficient,https://ourworldindata.org/grapher/economic-inequality-gini-index?tab=map,Yes,2024,1963,map,True,,No,62,Yes
389,infant-mortality,Infant mortality rate,https://ourworldindata.org/grapher/infant-mortality?tab=map,Yes,2023,1932,map,True,,No,92,Yes
390,population-with-un-projections,Population,https://ourworldindata.org/grapher/population-with-un-projections?tab=map,Yes,2100,1950,,True,,No,151,Yes
408,continents-according-to-our-world-in-data,World regions according to Our World in Data,https://ourworldindata.org/grapher/continents-according-to-our-world-in-data?tab=map,Yes,2023,2023,map,True,,Yes,1,Yes
410,natural-population-growth,Natural population growth,https://ourworldindata.org/grapher/natural-population-growth?tab=map,Yes,2100,1950,,True,,No,151,Yes
413,share-multi-poverty,Share of population living in multidimensional poverty,https://ourworldindata.org/grapher/share-multi-poverty?tab=map,Yes,2023,2013,map,True,,No,11,No
444,gdp-price-levels-relative-to-the-us,GDP price levels relative to the US,https://ourworldindata.org/grapher/gdp-price-levels-relative-to-the-us?tab=map,Yes,2024,1990,,True,,No,35,Yes
448,total-shortfall-from-extreme-poverty,Total shortfall from extreme poverty,https://ourworldindata.org/grapher/total-shortfall-from-extreme-poverty?tab=map,Yes,2025,1963,map,True,,No,63,Yes
471,share-of-children-immunized-dtp3,"Share of one-year-olds vaccinated against diphtheria, tetanus and pertussis",https://ourworldindata.org/grapher/share-of-children-immunized-dtp3?tab=map,Yes,2024,1980,map,True,,No,45,Yes
485,cumulative-co-emissions,Cumulative CO₂ emissions,https://ourworldindata.org/grapher/cumulative-co-emissions?tab=map,Yes,2024,1750,,True,,No,275,Yes
486,co-emissions-per-capita,CO₂ emissions per capita,https://ourworldindata.org/grapher/co-emissions-per-capita?tab=map,Yes,2024,1750,,True,,No,230,Yes
488,annual-co2-emissions-per-country,Annual CO₂ emissions,https://ourworldindata.org/grapher/annual-co2-emissions-per-country?tab=map,Yes,2024,1750,,True,,No,275,Yes
489,death-rate-from-air-pollution-per-100000,Death rate from air pollution,https://ourworldindata.org/grapher/death-rate-from-air-pollution-per-100000?tab=map,Yes,2021,1990,map,True,,No,32,Yes
491,absolute-number-of-deaths-from-ambient-particulate-air-pollution,Absolute number of deaths from ambient particulate air pollution,https://ourworldindata.org/grapher/absolute-number-of-deaths-from-ambient-particulate-air-pollution?tab=map,Yes,2015,1990,,True,,No,6,Yes
493,dalys-particulate-matter,Disease burden from outdoor particulate matter pollution,https://ourworldindata.org/grapher/dalys-particulate-matter?tab=map,Yes,2021,1990,map,True,,No,32,Yes
496,health-protection-coverage,Percentage of population covered by health insurance,https://ourworldindata.org/grapher/health-protection-coverage?tab=map,Yes,2011,1995,map,True,,No,11,No
500,ozone-o3-concentration-in-ppb,Ozone (O₃) concentration,https://ourworldindata.org/grapher/ozone-o3-concentration-in-ppb?tab=map,Yes,2015,1990,map,True,,No,7,Yes
525,meat-supply-per-person,Meat supply per person,https://ourworldindata.org/grapher/meat-supply-per-person?tab=map,Yes,2022,1961,map,True,,No,62,Yes
530,co2-intensity,Carbon intensity: CO₂ emissions per dollar of GDP,https://ourworldindata.org/grapher/co2-intensity?tab=map,Yes,2022,1820,map,True,,No,203,Yes
533,fruit-consumption-per-capita,Fruit consumption per capita,https://ourworldindata.org/grapher/fruit-consumption-per-capita?tab=map,Yes,2022,1961,map,True,,No,62,Yes
534,vegetable-consumption-per-capita,Vegetable consumption per capita,https://ourworldindata.org/grapher/vegetable-consumption-per-capita?tab=map,Yes,2022,1961,map,True,,No,62,Yes
540,death-rate-by-source-from-indoor-air-pollution,Death rate from indoor air pollution,https://ourworldindata.org/grapher/death-rate-by-source-from-indoor-air-pollution?tab=map,Yes,2021,1990,map,True,,No,32,Yes
552,solar-pv-cumulative-capacity,Solar (photovoltaic) panels cumulative capacity,https://ourworldindata.org/grapher/solar-pv-cumulative-capacity?tab=map,Yes,2024,2000,,True,,No,25,Yes
555,annual-healthcare-expenditure-per-capita,Total health spending per person,https://ourworldindata.org/grapher/annual-healthcare-expenditure-per-capita?tab=map,Yes,2023,2000,map,True,,No,24,Yes
556,share-of-people-who-say-they-are-happy,Share of people who say they are happy,https://ourworldindata.org/grapher/share-of-people-who-say-they-are-happy?tab=map,Yes,2022,1984,map,True,,No,7,Yes
563,share-of-people-who-say-they-are-happy-eurobarometer,Share of people who say they are satisfied with their life,https://ourworldindata.org/grapher/share-of-people-who-say-they-are-happy-eurobarometer?tab=map,Yes,2016,1973,,True,,No,42,Yes
578,social-spending-oecd-longrun,Public social spending as share of GDP,https://ourworldindata.org/grapher/social-spending-oecd-longrun?tab=map,Yes,2024,1880,,True,,No,71,Yes
586,per-capita-energy-use,Energy use per person,https://ourworldindata.org/grapher/per-capita-energy-use?tab=map,Yes,2024,1965,map,True,,No,60,Yes
589,fish-and-seafood-consumption-per-capita,Fish and seafood consumption per capita,https://ourworldindata.org/grapher/fish-and-seafood-consumption-per-capita?tab=map,Yes,2022,1961,map,True,,No,62,Yes
591,gdp-penn-world-table,Gross domestic product (GDP),https://ourworldindata.org/grapher/gdp-penn-world-table?tab=map,Yes,2023,1950,map,True,,No,74,Yes
598,share-of-the-population-with-access-to-electricity,Share of the population with access to electricity,https://ourworldindata.org/grapher/share-of-the-population-with-access-to-electricity?tab=map,Yes,2023,1990,map,True,,No,34,Yes
599,public-health-expenditure-share-gdp,Government health spending as a share of GDP,https://ourworldindata.org/grapher/public-health-expenditure-share-gdp?tab=map,Yes,2024,1880,,True,,No,71,Yes
611,energy-intensity-of-economies,Energy intensity,https://ourworldindata.org/grapher/energy-intensity-of-economies?tab=map,Yes,2022,1990,map,True,,No,33,Yes
613,share-of-electricity-production-from-renewable-sources,Share of electricity production from renewable sources,https://ourworldindata.org/grapher/share-of-electricity-production-from-renewable-sources?tab=map,Yes,2025,1985,,True,,No,41,Yes
622,health-expenditure-and-financing-per-capita,Health spending per capita,https://ourworldindata.org/grapher/health-expenditure-and-financing-per-capita?tab=map,Yes,2024,1970,,True,country,No,55,Yes
632,share-of-agricultural-landowners-who-are-female,Share of agricultural landowners who are female,https://ourworldindata.org/grapher/share-of-agricultural-landowners-who-are-female?tab=map,Yes,2011,2011,map,True,,Yes,1,Yes
636,coal-proved-reserves,Coal reserves,https://ourworldindata.org/grapher/coal-proved-reserves?tab=map,Yes,2020,2020,map,True,,Yes,1,Yes
637,natural-gas-proved-reserves,Gas reserves,https://ourworldindata.org/grapher/natural-gas-proved-reserves?tab=map,Yes,2020,1980,map,True,,No,41,No
639,agriculture-value-added-per-worker-wdi,Agricultural value added per worker,https://ourworldindata.org/grapher/agriculture-value-added-per-worker-wdi?tab=map,Yes,2023,1991,map,True,,No,33,Yes
660,maternal-mortality,Maternal mortality ratio,https://ourworldindata.org/grapher/maternal-mortality?tab=map,Yes,2023,1751,map,True,,No,271,Yes
677,child-mortality-rate-ihme,Child mortality rate,https://ourworldindata.org/grapher/child-mortality-rate-ihme?tab=map,Yes,2019,1950,map,True,,No,70,Yes
679,maternal-mortality-slope-chart,Maternal mortality ratio,https://ourworldindata.org/grapher/maternal-mortality-slope-chart?tab=map,Yes,2020,1985,,True,,No,36,Yes
680,share-of-women-in-parliament-ipu,Share of women in parliament,https://ourworldindata.org/grapher/share-of-women-in-parliament-ipu?tab=map,Yes,2024,1997,map,True,,No,28,Yes
688,fertility-rate-with-projections,Total fertility rate with projections,https://ourworldindata.org/grapher/fertility-rate-with-projections?tab=map,Yes,2100,1950,,True,,No,151,Yes
696,share-co2-embedded-in-trade,Share of CO₂ emissions embedded in trade,https://ourworldindata.org/grapher/share-co2-embedded-in-trade?tab=map,Yes,2024,1990,map,True,,No,35,Yes
699,share-of-the-population-infected-with-hiv,Share of the population living with HIV,https://ourworldindata.org/grapher/share-of-the-population-infected-with-hiv?tab=map,Yes,2024,1990,map,True,,No,35,Yes
701,co-emissions-embedded-in-global-trade,CO₂ emissions embedded in trade,https://ourworldindata.org/grapher/co-emissions-embedded-in-global-trade?tab=map,Yes,2024,1990,map,True,,No,35,Yes
703,share-of-children-younger-than-5-who-suffer-from-stunting,Malnutrition: Share of children who are stunted,https://ourworldindata.org/grapher/share-of-children-younger-than-5-who-suffer-from-stunting?tab=map,Yes,2024,1990,map,True,,No,35,Yes
712,child-mortality-igme,Child mortality rate,https://ourworldindata.org/grapher/child-mortality-igme?tab=map,Yes,2023,1932,map,True,,No,92,Yes
714,neonatal-mortality-wdi,Neonatal mortality rate,https://ourworldindata.org/grapher/neonatal-mortality-wdi?tab=map,Yes,2023,1951,map,True,,No,73,Yes
733,aquaculture-farmed-fish-production,Aquaculture production,https://ourworldindata.org/grapher/aquaculture-farmed-fish-production?tab=map,Yes,2022,1960,,True,,No,63,Yes
737,per-capita-electricity-generation,Per capita electricity generation,https://ourworldindata.org/grapher/per-capita-electricity-generation?tab=map,Yes,2025,1985,map,True,,No,41,Yes
744,daily-per-capita-caloric-supply,Daily supply of calories per person,https://ourworldindata.org/grapher/daily-per-capita-caloric-supply?tab=map,Yes,2022,1274,,True,,No,144,Yes
745,daily-per-capita-protein-supply,Daily per capita protein supply,https://ourworldindata.org/grapher/daily-per-capita-protein-supply?tab=map,Yes,2022,1961,map,True,,No,62,Yes
746,daily-per-capita-fat-supply,Daily per capita fat supply,https://ourworldindata.org/grapher/daily-per-capita-fat-supply?tab=map,Yes,2022,1961,map,True,,No,62,Yes
749,prevalence-of-anemia-in-children,Share of children who have anemia,https://ourworldindata.org/grapher/prevalence-of-anemia-in-children?tab=map,Yes,2019,2000,,True,,No,20,Yes
750,prevalence-of-anemia-in-pregnant-women,Share of pregnant women who have anemia,https://ourworldindata.org/grapher/prevalence-of-anemia-in-pregnant-women?tab=map,Yes,2023,2000,,True,,No,24,Yes
755,share-of-individuals-using-the-internet,Share of the population using the Internet,https://ourworldindata.org/grapher/share-of-individuals-using-the-internet?tab=map,Yes,2023,1990,map,True,,No,52,Yes
762,number-of-maternal-deaths,Number of maternal deaths,https://ourworldindata.org/grapher/number-of-maternal-deaths?tab=map,Yes,2023,1985,map,True,,No,39,Yes
763,births-registered,Share of births registered,https://ourworldindata.org/grapher/births-registered?tab=map,Yes,2023,2000,map,True,,No,24,Yes
767,international-tourist-trips,International tourist trips,https://ourworldindata.org/grapher/international-tourist-trips?tab=map,Yes,2022,1995,map,True,,No,28,Yes
768,cereal-yield,Cereal yields,https://ourworldindata.org/grapher/cereal-yield?tab=map,Yes,2023,1961,map,True,,No,63,Yes
769,share-of-women-who-are-smoking,Share of women who smoke or use tobacco,https://ourworldindata.org/grapher/share-of-women-who-are-smoking?tab=map,Yes,2022,2000,map,True,,No,8,Yes
772,share-of-men-who-are-smoking,Share of men who smoke or use tobacco,https://ourworldindata.org/grapher/share-of-men-who-are-smoking?tab=map,Yes,2022,2000,map,True,,No,8,Yes
776,forest-area-as-share-of-land-area,Share of land covered by forest,https://ourworldindata.org/grapher/forest-area-as-share-of-land-area?tab=map,Yes,2025,1000,map,True,,No,120,Yes
779,share-of-the-labor-force-employed-in-agriculture,Share of the labor force employed in agriculture,https://ourworldindata.org/grapher/share-of-the-labor-force-employed-in-agriculture?tab=map,Yes,2019,1300,map,True,,No,38,Yes
780,fertilizer-use-in-kg-per-hectare-of-arable-land,Fertilizer use per hectare of arable land,https://ourworldindata.org/grapher/fertilizer-use-in-kg-per-hectare-of-arable-land?tab=map,Yes,2022,1961,map,True,,No,62,Yes
783,share-of-the-population-at-risk-of-catastrophic-expenditure-when-surgical-care-is-required,Share of the population at risk of catastrophic spending  when surgical care is required,https://ourworldindata.org/grapher/share-of-the-population-at-risk-of-catastrophic-expenditure-when-surgical-care-is-required?tab=map,Yes,2022,2003,map,True,,No,20,Yes
785,share-of-land-area-used-for-agriculture,Share of land area used for agriculture,https://ourworldindata.org/grapher/share-of-land-area-used-for-agriculture?tab=map,Yes,2022,1961,,True,,No,62,Yes
789,share-of-land-area-used-for-arable-agriculture,Share of land area used for arable agriculture,https://ourworldindata.org/grapher/share-of-land-area-used-for-arable-agriculture?tab=map,Yes,2022,1961,map,True,,No,62,Yes
790,share-of-children-underweight,Malnutrition: Share of children who are underweight,https://ourworldindata.org/grapher/share-of-children-underweight?tab=map,Yes,2024,1983,map,True,,No,41,Yes
792,share-of-children-with-a-weight-too-low-for-their-height-wasting,Malnutrition: Share of children who are wasted,https://ourworldindata.org/grapher/share-of-children-with-a-weight-too-low-for-their-height-wasting?tab=map,Yes,2024,1983,map,True,,No,41,Yes
794,vitamin-a-supplementation-coverage-rate-children-ages-6-59-months,Share of children receiving vitamin A supplementation,https://ourworldindata.org/grapher/vitamin-a-supplementation-coverage-rate-children-ages-6-59-months?tab=map,Yes,2022,2000,map,True,,No,23,Yes
796,share-of-households-consuming-iodized-salt,Share of households consuming iodized salt,https://ourworldindata.org/grapher/share-of-households-consuming-iodized-salt?tab=map,Yes,2020,1994,map,True,,No,27,Yes
797,children-who-receive-ors,Share of children with diarrhea receiving oral rehydration salts,https://ourworldindata.org/grapher/children-who-receive-ors?tab=map,Yes,2021,1985,map,True,,No,37,Yes
798,prevalence-of-vitamin-a-deficiency-in-children,Share of children who have vitamin A deficiency,https://ourworldindata.org/grapher/prevalence-of-vitamin-a-deficiency-in-children?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
799,prevalence-of-vitamin-a-deficiency-in-pregnant-women,Share of pregnant women who have vitamin A deficiency,https://ourworldindata.org/grapher/prevalence-of-vitamin-a-deficiency-in-pregnant-women?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
800,prevalence-of-night-blindness-in-pre-school-children,Share of children under five who have night blindness,https://ourworldindata.org/grapher/prevalence-of-night-blindness-in-pre-school-children?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
801,prevalence-of-night-blindness-in-pregnant-women,Share of pregnant women who have night blindness,https://ourworldindata.org/grapher/prevalence-of-night-blindness-in-pregnant-women?tab=map,Yes,2005,2005,map,True,,Yes,1,Yes
802,area-meadows-and-pastures,Share of land used for permanent meadows and pastures,https://ourworldindata.org/grapher/area-meadows-and-pastures?tab=map,Yes,2022,1961,map,True,,No,62,Yes
803,global-hunger-index,Global Hunger Index,https://ourworldindata.org/grapher/global-hunger-index?tab=map,Yes,2021,2000,map,True,,No,4,Yes
805,antiretroviral-therapy-coverage-among-people-living-with-hiv,Share of people with HIV who receive antiretroviral therapy,https://ourworldindata.org/grapher/antiretroviral-therapy-coverage-among-people-living-with-hiv?tab=map,Yes,2022,2000,map,True,,No,23,Yes
807,incidence-of-hiv-the-share-of-new-infections-among-the-previously-uninfected-population-ages-15-49,"New infections of HIV per 1,000 people",https://ourworldindata.org/grapher/incidence-of-hiv-the-share-of-new-infections-among-the-previously-uninfected-population-ages-15-49?tab=map,Yes,2024,1990,,True,,No,35,Yes
808,number-of-new-hiv-infections-per-year,New HIV infections,https://ourworldindata.org/grapher/number-of-new-hiv-infections-per-year?tab=map,Yes,2024,1990,map,True,,No,35,Yes
810,global-hidden-hunger-index-in-pre-school-children,Hidden Hunger Index in pre-school children,https://ourworldindata.org/grapher/global-hidden-hunger-index-in-pre-school-children?tab=map,Yes,2009,2009,map,True,,Yes,1,Yes
812,global-prevalence-of-zinc-deficiency,Share of people who have zinc deficiency,https://ourworldindata.org/grapher/global-prevalence-of-zinc-deficiency?tab=map,Yes,2005,1990,map,True,,No,4,Yes
834,share-of-women-among-the-population-living-with-hiv,What share of the population living with HIV are women?,https://ourworldindata.org/grapher/share-of-women-among-the-population-living-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
835,coefficient-of-variation-cv-in-per-capita-caloric-intake,Inequality in per capita calorie intake,https://ourworldindata.org/grapher/coefficient-of-variation-cv-in-per-capita-caloric-intake?tab=map,Yes,2020,2000,map,True,,No,21,Yes
844,share-of-population-with-improved-sanitation-faciltities,Share of the population using at least basic sanitation services,https://ourworldindata.org/grapher/share-of-population-with-improved-sanitation-faciltities?tab=map,Yes,2024,2000,map,True,,No,25,Yes
859,number-of-children-newly-infected-with-hiv,Annual number of children newly infected with HIV,https://ourworldindata.org/grapher/number-of-children-newly-infected-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
861,children-living-with-hiv,Children living with HIV,https://ourworldindata.org/grapher/children-living-with-hiv?tab=map,Yes,2022,1990,map,True,,No,33,Yes
865,who-regions,World regions according to the World Health Organization,https://ourworldindata.org/grapher/who-regions?tab=map,Yes,2023,2023,map,True,,Yes,1,Yes
873,ratio-of-female-to-male-labor-force-participation-rates-ilo-wdi,Ratio of female to male labor force participation rates,https://ourworldindata.org/grapher/ratio-of-female-to-male-labor-force-participation-rates-ilo-wdi?tab=map,Yes,2024,1990,map,True,,No,35,Yes
878,rice-yields,Rice yields,https://ourworldindata.org/grapher/rice-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
879,wheat-yields,Wheat yields,https://ourworldindata.org/grapher/wheat-yields?tab=map,Yes,2023,1275,map,True,,No,84,Yes
880,potato-yields,Potato yields,https://ourworldindata.org/grapher/potato-yields?tab=map,Yes,2023,1705,map,True,,No,72,Yes
881,soybean-yields,Soybean yields,https://ourworldindata.org/grapher/soybean-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
886,sugar-cane-yields,Sugar cane yields,https://ourworldindata.org/grapher/sugar-cane-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
888,rapeseed-yields,Rapeseed yields,https://ourworldindata.org/grapher/rapeseed-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
890,maize-yields,Corn yields,https://ourworldindata.org/grapher/maize-yields?tab=map,Yes,2024,1866,map,True,,No,159,Yes
891,cocoa-bean-yields,Cocoa bean yields,https://ourworldindata.org/grapher/cocoa-bean-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
893,tomato-yields,Tomato yields,https://ourworldindata.org/grapher/tomato-yields?tab=map,Yes,2023,1961,map,True,,No,63,Yes
